ref_area,indicator,source,time,obs_value,note_indicator,note_source
SVK,ILR_CBCT_NOC_RT,FF:400,2017,25.1,,S9:66
SVK,ILR_CBCT_NOC_RT,FF:400,2018,21,,S9:66
SVK,ILR_CBCT_NOC_RT,FF:400,2019,22.4,,S9:66
SVN,ILR_CBCT_NOC_RT,FX:8352,2013,65.3,,S9:66
SVN,ILR_CBCT_NOC_RT,FX:8352,2014,69.2,,S9:66
SVN,ILR_CBCT_NOC_RT,FX:8352,2015,67.5,,S9:66
SVN,ILR_CBCT_NOC_RT,FX:8352,2016,70.9,,S9:66
SWE,ILR_CBCT_NOC_RT,FX:2533,2000,94,T32:3476,S9:66
SWE,ILR_CBCT_NOC_RT,FX:2533,2002,94,T32:3476,S9:66
SWE,ILR_CBCT_NOC_RT,FX:2533,2005,94,T32:3476,S9:66
SWE,ILR_CBCT_NOC_RT,FX:2533,2007,91,T32:3476,S9:66
SWE,ILR_CBCT_NOC_RT,FX:2533,2010,89,,S9:66
SWE,ILR_CBCT_NOC_RT,FX:2533,2011,88,,S9:66
SWE,ILR_CBCT_NOC_RT,FX:2533,2012,90,,S9:66
SWE,ILR_CBCT_NOC_RT,FX:2533,2013,89,,S9:66
SWE,ILR_CBCT_NOC_RT,FX:2533,2014,90,,S9:66
SWE,ILR_CBCT_NOC_RT,FX:2533,2015,90,,S9:66
SWE,ILR_CBCT_NOC_RT,FX:2533,2016,90,,S9:66
SWE,ILR_CBCT_NOC_RT,FX:2533,2017,89,,S9:66
SWE,ILR_CBCT_NOC_RT,FX:2533,2018,90,,S9:66
SWE,ILR_CBCT_NOC_RT,FX:2533,2019,90,,S9:66
SWZ,ILR_CBCT_NOC_RT,BA:1672,2016,28.4,,S9:66
TGO,ILR_CBCT_NOC_RT,XX:16058,2016,28.7,,S9:66
TGO,ILR_CBCT_NOC_RT,XX:16058,2017,24.2,,S9:66
TGO,ILR_CBCT_NOC_RT,XX:16058,2018,23.8,,S9:66
TGO,ILR_CBCT_NOC_RT,XX:16058,2019,23.8,,S9:66
THA,ILR_CBCT_NOC_RT,EB:1704,2008,1.4,,S9:66
THA,ILR_CBCT_NOC_RT,EB:1704,2009,2.1,,S9:66
THA,ILR_CBCT_NOC_RT,EB:1704,2010,1.7,,S9:66
THA,ILR_CBCT_NOC_RT,EB:1704,2011,1.8,,S9:66
THA,ILR_CBCT_NOC_RT,EB:1704,2012,2,,S9:66
THA,ILR_CBCT_NOC_RT,EB:1704,2013,2.3,,S9:66
THA,ILR_CBCT_NOC_RT,EB:1704,2014,2.6,,S9:66
THA,ILR_CBCT_NOC_RT,EB:1704,2015,2.7,,S9:66
THA,ILR_CBCT_NOC_RT,EB:1704,2016,3.1,,S9:66
THA,ILR_CBCT_NOC_RT,EB:1704,2017,2.4,,S9:66
THA,ILR_CBCT_NOC_RT,EB:1704,2018,2.2,,S9:66
THA,ILR_CBCT_NOC_RT,EB:1704,2019,2.4,,S9:66
THA,ILR_CBCT_NOC_RT,EB:1704,2020,1.1,,S9:66
TTO,ILR_CBCT_NOC_RT,XX:16059,2016,19.96,,S9:66
TTO,ILR_CBCT_NOC_RT,XX:16059,2017,19.47,,S9:66
TTO,ILR_CBCT_NOC_RT,XX:16059,2019,19.39,,S9:66
TTO,ILR_CBCT_NOC_RT,XX:16059,2020,19.87,,S9:66
TUN,ILR_CBCT_NOC_RT,FX:1724,2010,54.9,,S9:66
TUN,ILR_CBCT_NOC_RT,FX:1724,2011,55.1,,S9:66
TUN,ILR_CBCT_NOC_RT,FX:1724,2012,57.7,,S9:66
TUN,ILR_CBCT_NOC_RT,FX:1724,2013,56.2,,S9:66
TUN,ILR_CBCT_NOC_RT,FX:1724,2014,56.9,,S9:66
TUN,ILR_CBCT_NOC_RT,FX:1724,2016,64.3,,S9:66
TUN,ILR_CBCT_NOC_RT,FX:1724,2017,61.5,,S9:66
TUN,ILR_CBCT_NOC_RT,FX:1724,2018,62.4,,S9:66
TUN,ILR_CBCT_NOC_RT,FX:1724,2019,62.9,,S9:66
TUR,ILR_CBCT_NOC_RT,FX:507,2012,4.4,,S9:66
TUR,ILR_CBCT_NOC_RT,FX:507,2013,5.4,,S9:66
TUR,ILR_CBCT_NOC_RT,FX:507,2014,5.6,,S9:66
TUR,ILR_CBCT_NOC_RT,FX:507,2015,5.6,,S9:66
TUR,ILR_CBCT_NOC_RT,FX:507,2016,5.9,,S9:66
TUR,ILR_CBCT_NOC_RT,FX:507,2017,7.7,,S9:66
TUR,ILR_CBCT_NOC_RT,FX:507,2018,6.1,,S9:66
TUR,ILR_CBCT_NOC_RT,FX:507,2019,7.4,,S9:66
UGA,ILR_CBCT_NOC_RT,XX:16060,2016,15.1,T32:3476,S9:66
UGA,ILR_CBCT_NOC_RT,XX:16060,2017,29.6,T32:3476,S9:66
UGA,ILR_CBCT_NOC_RT,XX:16060,2018,32.1,T32:3476,S9:66
UGA,ILR_CBCT_NOC_RT,XX:16060,2019,30.2,T32:3476,S9:66
UKR,ILR_CBCT_NOC_RT,DA:5913,2008,55,,S9:66
UKR,ILR_CBCT_NOC_RT,DA:5913,2009,54.9,,S9:66
UKR,ILR_CBCT_NOC_RT,DA:5913,2010,54.6,,S9:66
UKR,ILR_CBCT_NOC_RT,DA:5913,2011,53.4,,S9:66
UKR,ILR_CBCT_NOC_RT,DA:5913,2012,52.8,,S9:66
UKR,ILR_CBCT_NOC_RT,DA:5913,2014,45.2,,S9:66
UKR,ILR_CBCT_NOC_RT,DA:5913,2015,45.9,,S9:66
UKR,ILR_CBCT_NOC_RT,DA:5913,2016,44.7,,S9:66
UKR,ILR_CBCT_NOC_RT,DA:5913,2017,44.1,,S9:66
UKR,ILR_CBCT_NOC_RT,DA:5913,2019,39.7,,S9:66
UKR,ILR_CBCT_NOC_RT,DA:5913,2020,40.2,,S9:66
URY,ILR_CBCT_NOC_RT,BA:348,2007,89,,S9:66
URY,ILR_CBCT_NOC_RT,BA:348,2008,92.3,,S9:66
URY,ILR_CBCT_NOC_RT,BA:348,2009,95.6,,S9:66
URY,ILR_CBCT_NOC_RT,BA:348,2010,98.5,,S9:66
URY,ILR_CBCT_NOC_RT,BA:348,2011,97.9,,S9:66
URY,ILR_CBCT_NOC_RT,BA:348,2012,91.9,,S9:66
URY,ILR_CBCT_NOC_RT,BA:348,2013,95.2,,S9:66
URY,ILR_CBCT_NOC_RT,BA:348,2014,94.8,,S9:66
URY,ILR_CBCT_NOC_RT,BA:348,2015,94.7,,S9:66
URY,ILR_CBCT_NOC_RT,BA:348,2016,94.6,,S9:66
URY,ILR_CBCT_NOC_RT,BA:348,2017,94.9,,S9:66
URY,ILR_CBCT_NOC_RT,BA:348,2018,94.7,,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2000,14.2,T32:3476,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2001,14.1,T32:3476,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2002,14,T32:3476,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2003,13.7,T32:3476,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2004,13.3,T32:3476,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2005,13.1,T32:3476,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2006,12.6,T32:3476,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2007,12.7,T32:3476,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2008,13.1,T32:3476,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2009,13,T32:3476,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2010,12.6,,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2011,12.5,,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2012,12,,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2013,11.9,,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2014,11.8,,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2015,11.8,,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2016,11.5,,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2017,11.9,,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2018,11.7,,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2019,11.6,,S9:66
USA,ILR_CBCT_NOC_RT,BA:453,2020,12.1,,S9:66
VCT,ILR_CBCT_NOC_RT,FA:9,2009,14,,S9:66
VEN,ILR_CBCT_NOC_RT,FF:386,2009,8.2,,S9:66
VEN,ILR_CBCT_NOC_RT,FF:386,2011,1.5,,S9:66
VEN,ILR_CBCT_NOC_RT,FF:386,2012,2.5,,S9:66
VEN,ILR_CBCT_NOC_RT,FF:386,2016,23.4,,S9:66
VNM,ILR_CBCT_NOC_RT,XX:16061,2015,24.7,,S9:66
VNM,ILR_CBCT_NOC_RT,XX:16061,2016,24.9,,S9:66
VNM,ILR_CBCT_NOC_RT,XX:16061,2017,24.5,,S9:66
VNM,ILR_CBCT_NOC_RT,XX:16061,2018,24.5,,S9:66
ZAF,ILR_CBCT_NOC_RT,BA:595,2010,32.9,,S9:66
ZAF,ILR_CBCT_NOC_RT,BA:595,2011,31.8,,S9:66
ZAF,ILR_CBCT_NOC_RT,BA:595,2012,32.7,,S9:66
ZAF,ILR_CBCT_NOC_RT,BA:595,2013,30.7,,S9:66
ZAF,ILR_CBCT_NOC_RT,BA:595,2014,30.8,,S9:66
ZAF,ILR_CBCT_NOC_RT,BA:595,2015,29.1,,S9:66
ZAF,ILR_CBCT_NOC_RT,BA:595,2016,29.9,,S9:66
ZAF,ILR_CBCT_NOC_RT,BA:595,2017,30,,S9:66
ZAF,ILR_CBCT_NOC_RT,BA:595,2018,30.1,,S9:66
ZAF,ILR_CBCT_NOC_RT,BA:595,2019,30.1,,S9:66
ZMB,ILR_CBCT_NOC_RT,BA:2212,2017,26,,S9:66
ZMB,ILR_CBCT_NOC_RT,BA:2212,2018,28.5,,S9:66
ZMB,ILR_CBCT_NOC_RT,BA:2212,2019,23.5,,S9:66
ZMB,ILR_CBCT_NOC_RT,BA:2212,2020,27.6,,S9:66
ZMB,ILR_CBCT_NOC_RT,FI:776,2010,38,,S9:66
